favorite_count,retweet_count,tweet_id
236,89,667470559035432960
180,56,667455448082227200
295,81,667453023279554560
731,537,667443425659232256
422,218,667437278097252352
288,79,667435689202614272
435,207,667405339315146752
181,51,667393430834667520
343,151,667369227918143488
453,223,667211855547486208
574,240,667200525029539841
356,90,667192066997374976
697,367,667188689915760640
13365,5681,667182792070062081
179,50,667177989038297088
571,420,667176164155375616
232,72,667174963120574464
205,77,667171260800061440
2516,1040,667165590075940865
240,56,667160273090932737
44622,15598,667152164079423490
4281,2016,667138269671505920
312,121,667119796878725120
312,115,667090893657276420
374,109,667073648344346624
77,13,667070482143944705
159,41,667065535570550784
205,47,667062181243039745
175,44,667044094246576128
420,203,667012601033924608
226,81,666996132027977728
2380,904,666983947667116034
753,509,666837028449972224
197,74,666835007768551424
238,83,666826780179869698
476,232,666817836334096384
218,84,666804364988780544
702,442,666786068205871104
357,175,666781792255496192
324,156,666776908487630848
219,60,666739327293083650
399,198,666701168228331520
172,44,666691418707132416
1039,568,666649482315059201
219,73,666644823164719104
476,197,666454714377183233
94,18,666447344410484738
114,42,666437273139982337
152,45,666435652385423360
292,173,666430724426358785
150,73,666428276349472768
294,102,666421158376562688
112,41,666418789513326592
400,288,666411507551481857
99,31,666407126856765440
155,73,666396247373291520
171,78,666373753744588802
705,503,666362758909284353
193,64,666353288456101888
269,128,666345417576210432
180,81,666337882303524864
453,312,666293911632134144
133,57,666287406224695296
158,70,666273097616637952
95,32,666268910803644416
13337,5835,666104133288665088
70,11,666102155909144576
141,57,666099513787052032
153,66,666094000022159362
100,41,666082916733198337
286,141,666073100786774016
134,52,666071193221509120
440,192,666063827256086533
103,52,666058600524156928
261,121,666057090499244032
404,216,666055525042405380
1102,753,666051853826850816
123,51,666050758794694657
96,40,666049248165822465
266,125,666044226329800704
110,39,666033412701032449
120,41,666029285002620928
2358,454,666020888022790149
